data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6713512,566,NIG15959,15959,29-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Delta,Ndokwa West,,Umusadege,5.6924,6.4282,1,Guardian (Nigeria),National,"On 29 December 2019, youth barricaded an oil company in Umusadege to demonstrate against the alleged disregard of an agreement between the company and the community. [size=no report]",0,1578512391,NGA
6713097,566,NIG15955,15955,28-Dec-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,Western Africa,Nigeria,Edo,Etsako West,,Jattu,7.0919,6.2963,1,Daily Champion; Daily Post (Nigeria),National,"On 28 December 2019, unidentified gunmen attacked the residence of the APC Edo State Deputy Governor in Jattu.",0,1578512390,NGA
6713380,566,NIG15958,15958,28-Dec-19,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),INEC: Independent National Electoral Commission,7,37,Western Africa,Nigeria,Adamawa,Yola-North,,Yola,9.2,12.4833,1,Daily Trust (Nigeria),National,"On 28 December 2019, unidentified gunmen abducted a staff member of INEC from his residence in Yola.",0,1618566402,NGA
6713382,566,NIG15957,15957,28-Dec-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Dutsinma,,Maisani,12.4836,7.4488,1,Daily Trust (Nigeria),National,"On 28 December 2019, suspected Fulani militias attacked Maisani and abducted 2 residents.",0,1618566402,NGA
6713383,566,NIG15950,15950,28-Dec-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Dutsinma,,Darawa,12.475,7.4909,1,Daily Trust (Nigeria),National,"On 28 December 2019, suspected Fulani militias attacked Darawa and abducted 1 resident.",0,1618566401,NGA
6713384,566,NIG15951,15951,28-Dec-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Dutsinma,,Dutsin Ma,12.4517,7.4981,2,Daily Trust (Nigeria),National,"On 28 December 2019, suspected Fulani militias attacked Madagu, Gefen Kubewa and Farar Kasa in Dutsin-Ma LGA (no locations found, coded as Dutsin Ma) and rustled livestock.",1,1618566401,NGA
6724187,566,NIG15954,15954,28-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Ondo,Akoko South West,,Iwaro Oka,7.4389,5.7687,1,Sun (Nigeria); Nigeria Punch,National,"On 28 December 2019, over 100 residents of Iwaro-Oka demonstrated the road accidents in their area caused by heavy truck traffic. [size=100]",0,1579554010,NGA
6713513,566,NIG15952,15952,28-Dec-19,2019,2,Battles,Armed clash,Imiakabu Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,Western Africa,Nigeria,Edo,Etsako East,,Imiakebu,7.2118,6.4366,1,Guardian (Nigeria),National,"On 28 December 2019 (or around), youth from Imiakabu blocked the Okpella-North Ibie road as part of an ongoing land dispute. Police forces that tried to clear the road were attacked with gun fire. 1 police officer was injured.",0,1578512391,NGA
6713514,566,NIG15953,15953,28-Dec-19,2019,1,Battles,Armed clash,Imiakabu Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,Western Africa,Nigeria,Edo,Etsako East,,Imiakebu,7.2118,6.4366,1,Guardian (Nigeria),National,"On 28 December 2019, Police forces attempted to arrest youth leaders in Imiakabu that took part in the violent road block earlier that day. Youth militias attacked the police and got engaged in a gun battle. 5 people, including a police officer, were killed.",5,1578512391,NGA
6756324,566,NIG15956,15956,28-Dec-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Kurfi,,Kurfi,12.6684,7.4841,2,Daily Trust (Nigeria),National,"On 28 December 2019, suspected Fulani militias attacked Tamawa and Jallawa in Kurfi LGA (no location found, coded as Kurfi) and abducted 1 resident. Cattle was stolen.",0,1579801612,NGA
6727692,566,NIG15947,15947,27-Dec-19,2019,1,Protests,Protest with intervention,Protesters (Nigeria),IM: Islamic Movement,6,Police Forces of Nigeria (2015-),,1,16,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Nigeria Punch,National,"On 27 December 2019, Police dispersed a demonstration of IM members in Sokoto. [size=no report]",0,1579554022,NGA
6724186,566,NIG15949,15949,27-Dec-19,2019,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Military Forces of Nigeria (2015-),,1,14,Western Africa,Nigeria,Zamfara,Zurmi,,Zurmi,12.7776,6.7834,2,Vanguard (Nigeria); Nigeria Punch; Sun (Nigeria),National,"On 27 December 2019, suspected Fulani militias attacked Jagbanda in Zurmi LGA (no location found, coded as Zurmi) and rustled sheep and cows. Nigerian Armed Forces intervened and killed 1 militia fighter",1,1579554010,NGA
7780574,566,NIG15948,15948,27-Dec-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Bama,,Bama,11.5221,13.6856,2,Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria),National,"On 27 December 2019, Nigerian Armed Forces conducted clearance operations in Tafana in Bama LGA (Borno) and clashed with Boko Haram (JAS). 1 BH fighter killed and 14 abducted civilians were rescued.",1,1617065401,NGA
6727625,566,NIG15946,15946,26-Dec-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Taraba,Gassol,,Gassol,8.5333,10.4667,2,Nigeria Punch,National,"On 26 December, Fulani militias attacked the Tiv community of Gonori village in Gassol LGA (no location found, coded as Gassol) and killed 2 residents. 6 were injured.",2,1579554022,NGA
6714195,566,NIG15943,15943,25-Dec-19,2019,1,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria),5,Civilians (Nigeria),,7,57,Western Africa,Nigeria,Cross River,Calabar Municipal,,Calabar,4.9667,8.3333,1,Vanguard (Nigeria),National,"On 25 December 2019, a suspected rapist was killed by a mob in Calabar. [size=no report]",1,1618566400,NGA
6713997,566,NIG15944,15944,25-Dec-19,2019,2,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Enugu,Enugu North,,Enugu,6.4426,7.5022,1,Sun (Nigeria),National,"On 25 December 2019 (or around), the people of Onyoho Nike demonstrated at the Government House in Enugu over their perceived marginalization. [size=no report]",0,1578512392,NGA
7780573,566,NIG15945,15945,25-Dec-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Gwoza,,Sambisa Forest Reserve,11.25,13.4167,2,Daily Trust (Nigeria); Sun (Nigeria); Nigeria Punch; Daily Post (Nigeria),National,"On 25 December 2019, Nigerian Armed Forces clashed with Boko Haram (JAS) fighters in a clearance operation conducted in Sambisa Forest (Gwoza, Borno). A Boko Haram suicide bomber and an unreported number of BH fighters were killed. Unknown number of fatalities coded as 10.",10,1617065401,NGA
6713385,566,NIG15936,15936,24-Dec-19,2019,2,Protests,Protest with intervention,Protesters (Nigeria),Former Bakassi Local Council of Cross River State,6,Military Forces of Nigeria (2015-),,1,16,Western Africa,Nigeria,Cross River,Calabar Municipal,,Calabar,4.9667,8.3333,1,Daily Trust (Nigeria),National,"On 24 December 2019 (or around), over 150 former militants blocked roads in Calabar and occupied parts of the airport to demonstrate against the non-payment of stipends and trainings. Military forces intervened and stopped the demonstration. [size=150]",0,1618566400,NGA
7782708,566,NIG15941,15941,24-Dec-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Biu,,Maina Hari,10.6779,12.1569,1,Guardian (Nigeria),National,"On 24 December 2019, ISWAP militants attacked Maina Hari (Biu, Borno) and engaged Nigerian Armed Forces in a gun battle. 2 civilians were killed 13 injured.",2,1617065405,NGA
7784048,566,NIG15937,15937,24-Dec-19,2019,1,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Chibok,,Chibok,10.8658,12.847,2,Sun (Nigeria),National,"On 24 December 2019, presumed Boko Haram (JAS) attacked Kwaaagilim in Chibok LGA (Borno) and killed 6 residents. 3 civilians were injured.",6,1617065408,NGA
7261566,566,NIG15942,15942,24-Dec-19,2019,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Civilian JTF: Civilian Joint Task Force,,3,33,Western Africa,Nigeria,Bayelsa,Ogbia,,Otuaka,4.7832,6.3132,1,Daily Post (Nigeria),National,"On 24 December 2019, unidentified gunmen clashed with Civilian JTF in an attempt to attack the residence of the former President in Otuoke. 1 CJTF was killed and another one injured in the battle.",1,1603755456,NGA
7780571,566,NIG15939,15939,24-Dec-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Madagali,,Madagali,10.8864,13.63,2,Daily Trust (Nigeria); Daily Post (Nigeria); Sun (Nigeria); Nigeria Punch,National,"On 24 December 2019, Nigerian Armed Forces conducted clearance operations in Waga Lawan, Jaje and Fadama in Madagali LGA (Adamawa) and clashed with Boko Haram (JAS).",0,1617065401,NGA
7780572,566,NIG15940,15940,24-Dec-19,2019,1,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction,,2,Civilians (Nigeria),Christian Group (Nigeria),7,27,Western Africa,Nigeria,Borno,Maiduguri Metro,,Maiduguri,11.8312,13.1517,3,Vanguard (Nigeria); Sun (Nigeria); Nigeria Punch,National,"On 24 December 2019, ISWAP militants executed 11 captives, mostly Christians, in Borno State (no location reported, coded as Maiduguri (Borno, Maiduguri)).",11,1618566400,NGA
7782367,566,NIG15938,15938,24-Dec-19,2019,1,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Korongelen Communal Militia (Nigeria),,4,24,Western Africa,Nigeria,Borno,Chibok,,Korongelen Bula Dun*,10.8549,12.7157,1,Daily Trust (Nigeria),National,"On 24 December 2019, presumed Boko Haram (JAS) attacked Korongelen (Chibok, Borno) and overpowered the local militias. 5 people were killed and abducted an unreported number of residents.",5,1617065405,NGA
6713090,566,NIG15935,15935,23-Dec-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kebbi,Danko,,Wasagu,11.3764,5.7954,2,Sun (Nigeria); Daily Trust (Nigeria),National,"On 23 December 2019, suspected Fulani militias attacked Shagel and Yar Kuka villages in Danko/Wasagu LGA (no locations found, coded as Wasagu). 2 residents were killed in the attack.",2,1618566399,NGA
7785737,566,NIG15927,15927,23-Dec-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,1,Vanguard (Nigeria),National,"On 23 December 2019, ISWAP militants launched an attack on Damaturu (Damaturu, Yobe) and attempted to infiltrate the city. Nigerian Military Forces and the Air force repelled the attack and engaged ISWAP in a gun battle lasting for two days. Over two days, about 30 ISWAP fighters and 2 soldiers were killed. Fatalities split over two events.",16,1617065412,NGA
6713371,566,NIG15922,15922,23-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),6,,,0,60,Western Africa,Nigeria,Delta,Oshimili South,,Asaba,6.2006,6.7339,1,Daily Post (Nigeria),National,"On 23 December 2019, over 3000 government workers demonstrated in Asaba over the lay-off of civil servants. [size=3000]",0,1578512391,NGA
6713387,566,NIG15921,15921,23-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Health Workers (Nigeria),6,,,0,60,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526,5.1931,1,Daily Trust (Nigeria),National,"On 23 December 2019, over 200 health workers demonstrated the non-payment of their salaries in Akure. [size=200]",0,1578512391,NGA
7785573,566,NIG15930,15930,23-Dec-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Bama,,Kelluri,11.4834,13.6156,1,Vanguard (Nigeria),National,"On 23 December 2019, Nigerian Armed Forces conducted clearance operations in Banari, Kelluri (Bama, Borno), Usmanti and Jowlori. Presumed Boko Haram (JAS) fighters fled and their equipment was seized. 18 abductees were freed from BH in the operations.",0,1617065412,NGA
7785596,566,NIG15924,15924,23-Dec-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Bama,,Bama,11.5221,13.6856,2,Vanguard (Nigeria),National,"On 23 December 2019, Nigerian Armed Forces conducted clearance operations in Usmanti and Jowlori in Bama LGA (Borno). Boko Haram (JAS) fighters fled and their equipment was seized. 18 abductees were freed from BH in the operations.",0,1617065412,NGA
7785609,566,NIG15926,15926,23-Dec-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Biu,,Biu,10.6129,12.1946,1,Vanguard (Nigeria),National,"On 23 December 2019, ISWAP militants moved towards Biu (Biu, Borno) and got engaged in a battle with Nigerian Armed Forces. Artillery was used and an unreported number of ISWAP fighters were killed. Unknown number of fatalities coded as 10.",10,1617065412,NGA
7937475,566,NIG15920,15920,23-Dec-19,2019,1,Protests,Excessive force against protesters,Protesters (Nigeria),,6,Militia (Pro-Government),,3,36,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Nigeria Punch,National,"On 23 December 2019, a demonstration against the detention of the #Revolution Now leader Sowore in Abuja (Abuja Municipal, Federal Capital Territory) was attacked by pro-Government actors that used sticks to beat the demonstrators. [size=no report]",0,1620675926,NGA
7785675,566,NIG15925,15925,23-Dec-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Bama,,Banari,11.5182,13.6025,1,Vanguard (Nigeria),National,"On 23 December 2019, Nigerian Armed Forces conducted clearance operations in Banari (Bama, Borno), Kelluri, Usmanti and Jowlori. Boko Haram (JAS) fighters fled and their equipment was seized. 18 abductees were freed from BH in the operations.,",0,1617065412,NGA
6713810,566,NIG15919,15919,23-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Ogun,Abeokuta South,,Abeokuta,7.15,3.35,1,New Telegraph,National,"On 23 December 2019, hundreds of people from Ibese demonstrated over the selection process of the local monarch at the Government House in Abeokuta. [size=hundreds]",0,1578512392,NGA
7780565,566,NIG15923,15923,23-Dec-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Nganzai,,Badu,12.7036,13.2185,1,Sun (Nigeria); Nigeria Punch; Vanguard (Nigeria),National,"Around 23 December 2019, Nigerian Armed Forces clashed with presumed ISWAP fighters in Monguno, Gasarwa, Wamiri, Badu (Nganzai, Borno), Gudumbali and Kukawa. Boko Haram was forced to withdrew. In the operations 75 ISWAP fighters were arrested and 147 civilians rescued.",0,1617065401,NGA
7780566,566,NIG15928,15928,23-Dec-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Nganzai,,Gasarwa,12.6181,13.3323,1,Sun (Nigeria); Nigeria Punch; Vanguard (Nigeria),National,"Around 23 December 2019, Nigerian Armed Forces clashed with presumed ISWAP fighters in Monguno, Gasarwa (Nganzai, Borno), Wamiri, Badu, Gudumbali and Kukawa. Boko Haram was forced to withdrew. In the operations 75 ISWAP fighters were arrested and 147 civilians rescued.",0,1617065401,NGA
7780567,566,NIG15929,15929,23-Dec-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Gudumbali,12.944,13.184,1,Vanguard (Nigeria); Nigeria Punch; Sun (Nigeria),National,"Around 23 December 2019, Nigerian Armed Forces clashed with presumed ISWAP fighters in Monguno, Gasarwa, Wamiri, Badu, Gudumbali (Guzamala, Borno) and Kukawa. ISWAP was forced to withdrew. In the operations 75 ISWAP fighters were arrested and 147 civilians rescued.",0,1617065401,NGA
7780568,566,NIG15931,15931,23-Dec-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Kukawa,12.9234,13.5606,1,Sun (Nigeria); Nigeria Punch; Vanguard (Nigeria),National,"Around 23 December 2019, Nigerian Armed Forces clashed with presumed ISWAP fighters in Monguno, Gasarwa, Wamiri, Badu, Gudumbali and Kukawa (Kukawa, Borno), ISWAP was forced to withdrew. In the operations 75 ISWAP fighters were arrested and 147 civilians rescued.",0,1618566399,NGA
7780569,566,NIG15932,15932,23-Dec-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Monguno,,Monguno,12.6786,13.6079,1,Vanguard (Nigeria); Sun (Nigeria); Nigeria Punch,National,"Around 23 December 2019, Nigerian Armed Forces clashed with presumed ISWAP fighters in Monguno (Monguno, Borno), Gasarwa, Wamiri, Badu, Gudumbali and Kukawa. ISWAP was forced to withdrew. In the operations 75 ISWAP fighters were arrested and 147 civilians rescued.",0,1617065401,NGA
7780570,566,NIG15934,15934,23-Dec-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Wamiri,12.7258,13.4602,1,Sun (Nigeria); Vanguard (Nigeria); Nigeria Punch,National,"Around 23 December 2019, Nigerian Armed Forces clashed with ISWAP in Monguno, Gasarwa, Wamiri (Guzamala, Borno), Badu, Gudumbali and Kukawa. ISWAP was forced to withdrew. In the operations 75 ISWAP fighters were arrested and 147 civilians rescued.",0,1617065401,NGA
7785437,566,NIG15933,15933,23-Dec-19,2019,1,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Gwoza,,Pulka,11.1767,13.8256,1,Vanguard (Nigeria),National,"On 23 December 2019, Boko Haram (JAS) attacked a position of the Nigerian Armed Forces in Pulka (Gwoza, Borno) and got engaged in a gun battle. 4 BH fighters, including a suicide bomber, were killed.",4,1617065411,NGA
7785835,566,NIG15916,15916,22-Dec-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,1,Vanguard (Nigeria),National,"On 22 December 2019, ISWAP militants launched an attack on Damaturu (Damaturu, Yobe) and attempted to infiltrate the city. Nigerian Military Forces and the Air force repelled the attack and engaged ISWAP in a gun battle lasting for two days. Over two days, about 30 ISWAP fighters and 2 soldiers were killed. Fatalities split over two events.",16,1617065412,NGA
7782340,566,NIG15915,15915,22-Dec-19,2019,1,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction,,2,Civilians (Nigeria),Aid Workers (Nigeria),7,27,Western Africa,Nigeria,Borno,Dikwa,,Burimari,11.9741,14.1417,1,Daily Post (Nigeria),National,"On 22 December 2019, presumed ISWAP fighters mounted a road block at Burimari (Dikwa, Borno) and killed 7 travelers. 4 of them were aid workers.",7,1617065405,NGA
7780564,566,NIG15917,15917,22-Dec-19,2019,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Magumeri,,Gajigana,12.1943,13.1017,2,Vanguard (Nigeria); AFP,National-International,"On 22 December 2019, a patrol of Nigerian Armed Forces encountered presumed ISWAP militants on the Tungusher-Gajigana road (Magumeri, Borno) and killed three fighters with IED vests. Six soldiers were killed.",9,1617065401,NGA
6727661,566,NIG15918,15918,22-Dec-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Niger,Shiroro,,Shiroro,9.96,6.8346,2,Nigeria Punch,National,"On 22 December 2019, unidentified gunmen attacked Kawure in Shiroro LGA (no location found, coded as Shiroro) and killed two residents.",2,1579554022,NGA
7785834,566,NIG15914,15914,21-Dec-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Dikwa,,Dikwa,12.024,13.9165,2,Vanguard (Nigeria),National,"On 21 December 2019, Nigerian Armed Forces encountered ISWAP near Dikwa (Borno). Ground forces, supported by artillery, killed 4 ISWAP fighters, among them a suicide bomber.",4,1617065412,NGA
6714184,566,NIG15913,15913,20-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Health Workers (Nigeria),6,,,0,60,Western Africa,Nigeria,Osun,Osogbo,,Oshogbo,7.7667,4.5667,1,Vanguard (Nigeria),National,"On 20 December 2019, medical doctors in Oshogbo demonstrated over the killing of a professor in Ile-Ife. [size=no report]",0,1578512393,NGA
6714196,566,NIG15912,15912,20-Dec-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),6,,,0,60,Western Africa,Nigeria,Anambra,Onisha North,,Onitsha,6.1454,6.7885,1,Vanguard (Nigeria),National,"On 20 December 2019, tipper truck drivers blocked the Onitsha-Enugu road to demonstrate against levies. [size=no report]",0,1618566399,NGA
